,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,DURATION
210,2016-03-10 16:18:00,2016-03-10 16:28:00,Business,South Congress,Arts District,1.6,Missing_val,0 days 00:10:00
211,2016-03-11 09:47:00,2016-03-11 09:59:00,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,0 days 00:12:00
212,2016-03-11 10:29:00,2016-03-11 10:36:00,Business,Congress Ave District,Downtown,0.8,Missing_val,0 days 00:07:00
213,2016-03-11 11:57:00,2016-03-11 12:04:00,Business,Downtown,Red River District,1.2,Missing_val,0 days 00:07:00
214,2016-03-11 13:43:00,2016-03-11 13:51:00,Business,Red River District,Downtown,1.0,Missing_val,0 days 00:08:00
215,2016-03-11 19:21:00,2016-03-11 19:35:00,Business,South Congress,The Drag,2.1,Missing_val,0 days 00:14:00
216,2016-03-12 09:13:00,2016-03-12 09:22:00,Business,The Drag,South Congress,2.2,Missing_val,0 days 00:09:00
217,2016-03-12 18:27:00,2016-03-12 18:37:00,Personal,South Congress,The Drag,1.9,Missing_val,0 days 00:10:00
218,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,The Drag,Convention Center District,5.7,Meal/Entertain,0 days 00:19:19.571428571
219,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,South Congress,North Austin,8.4,Meal/Entertain,0 days 00:19:19.571428571
220,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,0 days 00:19:19.571428571
221,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,The Drag,North Austin,10.5,Meal/Entertain,0 days 00:19:19.571428571
222,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,North Austin,Coxville,7.2,Meal/Entertain,0 days 00:19:19.571428571
223,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Coxville,The Drag,12.5,Missing_val,0 days 00:19:19.571428571
224,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,The Drag,South Congress,2.0,Errand/Supplies,0 days 00:19:19.571428571
225,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,South Congress,The Drag,2.7,Missing_val,0 days 00:19:19.571428571
226,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,The Drag,Convention Center District,2.0,Meal/Entertain,0 days 00:19:19.571428571
227,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Downtown,The Drag,2.8,Meal/Entertain,0 days 00:19:19.571428571
228,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,0 days 00:19:19.571428571
229,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Convention Center District,West University,2.0,Missing_val,0 days 00:19:19.571428571
230,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,0 days 00:19:19.571428571
231,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Downtown,The Drag,1.7,Missing_val,0 days 00:19:19.571428571
232,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Austin,Katy,136.0,Customer Visit,0 days 00:19:19.571428571
233,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Katy,Houston,30.2,Meeting,0 days 00:19:19.571428571
234,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Alief,15.5,Meal/Entertain,0 days 00:19:19.571428571
235,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Houston,Houston,4.9,Missing_val,0 days 00:19:19.571428571
236,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Houston,Houston,12.6,Missing_val,0 days 00:19:19.571428571
237,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Sharpstown,Midtown,10.4,Missing_val,0 days 00:19:19.571428571
238,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Midtown,1.1,Meal/Entertain,0 days 00:19:19.571428571
239,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Midtown,1.1,Meal/Entertain,0 days 00:19:19.571428571
240,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Sharpstown,13.2,Meeting,0 days 00:19:19.571428571
241,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,0 days 00:19:19.571428571
242,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Sharpstown,Midtown,9.2,Customer Visit,0 days 00:19:19.571428571
243,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,0 days 00:19:19.571428571
244,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Houston,Sugar Land,12.0,Customer Visit,0 days 00:19:19.571428571
245,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Sugar Land,Houston,35.1,Customer Visit,0 days 00:19:19.571428571
246,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Houston,Galveston,36.5,Meal/Entertain,0 days 00:19:19.571428571
247,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,0 days 00:19:19.571428571
248,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,0 days 00:19:19.571428571
249,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Port Bolivar,Port Bolivar,1.2,Missing_val,0 days 00:19:19.571428571
250,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Port Bolivar,Galveston,7.5,Meeting,0 days 00:19:19.571428571
251,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Galveston,Houston,57.0,Customer Visit,0 days 00:19:19.571428571
252,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Washington Avenue,5.9,Meeting,0 days 00:19:19.571428571
253,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Washington Avenue,Midtown,6.2,Meeting,0 days 00:19:19.571428571
254,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Sharpstown,10.4,Missing_val,0 days 00:19:19.571428571
255,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Sharpstown,Briar Meadow,1.2,Missing_val,0 days 00:19:19.571428571
256,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,0 days 00:19:19.571428571
257,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Midtown,Downtown,1.0,Missing_val,0 days 00:19:19.571428571
258,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Downtown,Midtown,0.9,Meal/Entertain,0 days 00:19:19.571428571
259,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Sharpstown,8.8,Missing_val,0 days 00:19:19.571428571
260,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,0 days 00:19:19.571428571
261,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,0 days 00:19:19.571428571
262,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Morrisville,Cary,8.1,Missing_val,0 days 00:19:19.571428571
263,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Whitebridge,Whitebridge,1.4,Missing_val,0 days 00:19:19.571428571
264,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Whitebridge,Preston,1.7,Missing_val,0 days 00:19:19.571428571
265,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Preston,Whitebridge,1.6,Missing_val,0 days 00:19:19.571428571
266,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Whitebridge,Westpark Place,2.0,Missing_val,0 days 00:19:19.571428571
267,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Westpark Place,Whitebridge,2.2,Missing_val,0 days 00:19:19.571428571
268,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Latta,144.0,Customer Visit,0 days 00:19:19.571428571
269,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Latta,Jacksonville,310.3,Customer Visit,0 days 00:19:19.571428571
270,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Jacksonville,Kissimmee,201.0,Meeting,0 days 00:19:19.571428571
271,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Couples Glen,Isles of Buena Vista,6.7,Missing_val,0 days 00:19:19.571428571
272,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Kissimmee,Orlando,8.8,Missing_val,0 days 00:19:19.571428571
273,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Lake Reams,Lake Reams,1.2,Missing_val,0 days 00:19:19.571428571
274,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,0 days 00:19:19.571428571
275,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,0 days 00:19:19.571428571
276,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kissimmee,Orlando,6.1,Customer Visit,0 days 00:19:19.571428571
277,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Orlando,Orlando,6.9,Missing_val,0 days 00:19:19.571428571
278,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Orlando,Kissimmee,7.3,Missing_val,0 days 00:19:19.571428571
279,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Kissimmee,Orlando,3.6,Missing_val,0 days 00:19:19.571428571
280,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Couples Glen,Vista East,27.2,Missing_val,0 days 00:19:19.571428571
281,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Orlando,Kissimmee,25.7,Missing_val,0 days 00:19:19.571428571
282,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Kissimmee,Orlando,13.6,Missing_val,0 days 00:19:19.571428571
283,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Sand Lake Commons,Sky Lake,6.2,Missing_val,0 days 00:19:19.571428571
284,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Sky Lake,Sand Lake Commons,6.0,Missing_val,0 days 00:19:19.571428571
285,2025-01-01 00:00:00,2025-01-01 01:00:00,Personal,Orlando,Kissimmee,13.8,Missing_val,0 days 00:19:19.571428571
286,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,0 days 00:19:19.571428571
287,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kissimmee,Orlando,16.1,Temporary Site,0 days 00:19:19.571428571
288,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,0 days 00:19:19.571428571
289,2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,0 days 00:18:00
290,2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,0 days 00:48:00
291,2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,0 days 00:48:00
292,2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,Missing_val,0 days 00:05:00
293,2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,Missing_val,0 days 00:16:00
294,2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,Missing_val,0 days 00:15:00
295,2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,0 days 02:26:00
296,2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,0 days 01:12:00
297,2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,0 days 02:58:00
298,2016-04-02 23:11:00,2016-04-03 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,0 days 02:23:00
299,2016-04-03 02:00:00,2016-04-03 04:16:00,Business,Florence,Cary,159.3,Meeting,0 days 02:16:00
300,2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,0 days 00:16:00
301,2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,0 days 00:20:00
302,2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,0 days 00:19:00
303,2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,0 days 00:15:00
304,2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,0 days 00:18:00
305,2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,0 days 00:17:00
306,2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,0 days 00:08:00
307,2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,0 days 00:37:00
308,2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,0 days 00:42:00
309,2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,0 days 00:11:00
310,2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,0 days 00:19:00
311,2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,0 days 00:20:00
312,2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,0 days 00:22:00
313,2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,0 days 00:19:00
314,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Holly Springs,15.3,Temporary Site,0 days 00:19:19.571428571
315,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Holly Springs,Cary,13.7,Temporary Site,0 days 00:19:19.571428571
316,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,11.9,Temporary Site,0 days 00:19:19.571428571
317,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,0 days 00:19:19.571428571
318,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,15.2,Meeting,0 days 00:19:19.571428571
319,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,6.0,Errand/Supplies,0 days 00:19:19.571428571
320,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,6.1,Meal/Entertain,0 days 00:19:19.571428571
321,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,0 days 00:19:19.571428571
322,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,0 days 00:19:19.571428571
323,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,13.6,Meeting,0 days 00:19:19.571428571
324,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,22.5,Meeting,0 days 00:19:19.571428571
325,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,10.4,Meeting,0 days 00:19:19.571428571
326,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,10.0,Meeting,0 days 00:19:19.571428571
327,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,0 days 00:19:19.571428571
328,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,0 days 00:19:19.571428571
329,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.1,Errand/Supplies,0 days 00:19:19.571428571
330,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Chessington,Chessington,1.9,Errand/Supplies,0 days 00:19:19.571428571
331,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,4.2,Between Offices,0 days 00:19:19.571428571
332,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Burtrose,4.9,Between Offices,0 days 00:19:19.571428571
333,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Burtrose,Whitebridge,4.8,Between Offices,0 days 00:19:19.571428571
334,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,12.4,Customer Visit,0 days 00:19:19.571428571
335,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,32.8,Customer Visit,0 days 00:19:19.571428571
336,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,5.5,Customer Visit,0 days 00:19:19.571428571
337,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,9.9,Meeting,0 days 00:19:19.571428571
338,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,10.0,Meeting,0 days 00:19:19.571428571
339,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,14.2,Customer Visit,0 days 00:19:19.571428571
340,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,18.2,Meeting,0 days 00:19:19.571428571
341,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,0 days 00:19:19.571428571
342,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Waverly Place,Whitebridge,6.8,Missing_val,0 days 00:19:19.571428571
343,2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,0 days 00:08:00
344,2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,Missing_val,0 days 00:05:00
345,2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,0 days 00:12:00
346,2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,0 days 00:16:00
347,2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,0 days 00:11:00
348,2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,0 days 00:07:00
349,2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,0 days 00:11:00
350,2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,0 days 00:08:00
351,2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,0 days 00:21:00
352,2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,0 days 00:19:00
353,2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,0 days 00:06:00
354,2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,0 days 00:08:00
355,2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,0 days 00:12:00
356,2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,0 days 00:06:00
357,2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,0 days 00:13:00
358,2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,0 days 00:15:00
359,2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,0 days 00:14:00
360,2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,0 days 00:26:00
361,2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,0 days 00:17:00
362,2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,0 days 00:27:00
363,2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,0 days 00:28:00
364,2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,0 days 00:24:00
365,2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,0 days 00:17:00
366,2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,0 days 00:12:00
367,2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,0 days 00:37:00
368,2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,0 days 00:17:00
369,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.1,Meal/Entertain,0 days 00:19:19.571428571
370,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.1,Meal/Entertain,0 days 00:19:19.571428571
371,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,0 days 00:19:19.571428571
372,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,0 days 00:19:19.571428571
373,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,0 days 00:19:19.571428571
374,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,8.4,Customer Visit,0 days 00:19:19.571428571
375,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Raleigh,7.6,Customer Visit,0 days 00:19:19.571428571
376,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,0 days 00:19:19.571428571
377,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Old City,Hog Island,11.2,Meeting,0 days 00:19:19.571428571
378,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,8.2,Meal/Entertain,0 days 00:19:19.571428571
379,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.0,Meal/Entertain,0 days 00:19:19.571428571
380,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,2.5,Meal/Entertain,0 days 00:19:19.571428571
381,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,0 days 00:19:19.571428571
382,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,0 days 00:19:19.571428571
383,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,0 days 00:19:19.571428571
384,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Savon Height,Kilarney Woods,1.2,Missing_val,0 days 00:19:19.571428571
385,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,0 days 00:19:19.571428571
386,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,0 days 00:19:19.571428571
387,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,6.1,Meal/Entertain,0 days 00:19:19.571428571
388,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,11.3,Customer Visit,0 days 00:19:19.571428571
389,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,14.9,Meeting,0 days 00:19:19.571428571
390,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,14.0,Meeting,0 days 00:19:19.571428571
391,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Westpark Place,Whitebridge,1.8,Missing_val,0 days 00:19:19.571428571
392,2016-06-01 10:19:00,2016-06-01 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,0 days 00:28:00
393,2016-06-01 13:10:00,2016-06-01 13:39:00,Business,Morrisville,Cary,9.6,Meeting,0 days 00:29:00
394,2016-06-03 11:29:00,2016-06-03 11:49:00,Business,Cary,Durham,10.4,Meeting,0 days 00:20:00
395,2016-06-03 13:08:00,2016-06-03 13:38:00,Business,Durham,Cary,9.9,Meeting,0 days 00:30:00
396,2016-06-03 15:31:00,2016-06-03 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,0 days 00:23:00
397,2016-06-03 18:14:00,2016-06-03 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,0 days 00:15:00
398,2016-06-03 18:41:00,2016-06-03 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,0 days 00:12:00
399,2016-06-03 19:36:00,2016-06-03 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,0 days 00:06:00
400,2016-06-03 22:47:00,2016-06-03 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,0 days 00:19:00
401,2016-06-05 14:03:00,2016-06-05 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,0 days 00:30:00
402,2016-06-05 15:06:00,2016-06-05 15:22:00,Business,Cary,Morrisville,7.8,Customer Visit,0 days 00:16:00
403,2016-06-05 15:57:00,2016-06-05 16:08:00,Business,Weston,Weston,3.8,Meal/Entertain,0 days 00:11:00
404,2016-06-05 18:05:00,2016-06-05 18:14:00,Business,Morrisville,Cary,2.5,Meal/Entertain,0 days 00:09:00
405,2016-06-05 21:53:00,2016-06-05 22:05:00,Business,Cary,Durham,9.9,Meeting,0 days 00:12:00
406,2016-06-05 23:52:00,2016-06-06 00:08:00,Business,Durham,Cary,9.9,Meeting,0 days 00:16:00
407,2016-06-06 15:36:00,2016-06-06 15:45:00,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,0 days 00:09:00
408,2016-06-06 16:16:00,2016-06-06 16:24:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,0 days 00:08:00
409,2016-06-06 20:06:00,2016-06-06 20:20:00,Business,Cary,Apex,5.7,Meal/Entertain,0 days 00:14:00
410,2016-06-06 21:08:00,2016-06-06 21:37:00,Business,Apex,Cary,7.2,Meal/Entertain,0 days 00:29:00
411,2016-06-06 21:41:00,2016-06-06 22:00:00,Business,Cary,Durham,10.4,Meeting,0 days 00:19:00
412,2016-06-06 23:34:00,2016-06-06 23:48:00,Business,Durham,Cary,9.9,Meeting,0 days 00:14:00
413,2016-06-07 21:42:00,2016-06-07 22:00:00,Business,Cary,Durham,10.4,Meeting,0 days 00:18:00
414,2016-06-07 23:41:00,2016-06-08 00:04:00,Business,Durham,Cary,9.9,Meeting,0 days 00:23:00
415,2016-06-08 08:23:00,2016-06-08 08:53:00,Business,Cary,Morrisville,8.7,Meal/Entertain,0 days 00:30:00
416,2016-06-08 12:04:00,2016-06-08 13:01:00,Business,Jamaica,New York,22.3,Errand/Supplies,0 days 00:57:00
417,2016-06-08 13:12:00,2016-06-08 13:29:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,0 days 00:17:00
418,2016-06-08 14:31:00,2016-06-08 14:37:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,0 days 00:06:00
419,2016-06-08 16:55:00,2016-06-08 17:11:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,0 days 00:16:00
420,2016-06-08 17:16:00,2016-06-08 17:18:00,Business,Soho,Tribeca,0.5,Errand/Supplies,0 days 00:02:00
